Tabel;Väli;Selgitus
nousolek;vaatleja_aeg;"millal anti vaatlemise nõusolek"
nousolek;hindaja_aeg;"millal anti hindamise nõusolek"
nousolek;intervjueerija_aeg;"millal anti intervjueerimise nõusolek"
nptagasiside;TABEL 1.108;"Ülesandegrupi tingimus ja tagasiside tekst diagnoosivas testis või ülesandes"
nptagasiside;created;"kirje loomise aeg"
nptagasiside;modified;"kirje viimase muutmise aeg"
nptagasiside;creator;"kirje looja isikukood"
nptagasiside;modifier;"kirje viimase muutja isikukood"
nptagasiside;id;"kirje identifikaator"
nptagasiside;normipunkt_id;"viide alatesti või testiülesandega seotud normipunkti tüübi kirjele"
nptagasiside;seq;"tingimuse järjekorranumber (normipunktis)"
nptagasiside;ahel_testiylesanne_id;"varasemate ülesannete ahelas olev ülesanne - kui tingimus kehtib ainult juhul, kui varasemas ahelas on teatud ülesanne"
nptagasiside;tingimus_tehe;"tingimuses kasutatav tehe <, <=, ==, >=, >"
nptagasiside;tingimus_vaartus;"tingimuse võrdluse parema poole väärtus"
nptagasiside;tingimus_valik;"tingimuse võrdluse paremal poolel olev valiku kood, kui vasakul on valikküsimuse kood (ülesande tagasiside korral)"
nptagasiside;tagasiside;"sooritajale kuvatava tagasiside tekst"
nptagasiside;op_tagasiside;"õpetajale kuvatava tagasiside tekst"
nptagasiside;stat_tagasiside;"statistikas kasutatav tagasiside (grupi kohta)"
nptagasiside;jatka;"kas peale lahendamist tuleb jätkata sama ülesannet (ülesande tagasiside korral - kui soovitakse lasta ülesannet lahendada seni, kuni vastab õigesti)"
nptagasiside;uus_testiylesanne_id;"viide ülesandele, millele tingimuse täidetuse korral edasi minnakse, peab olema samas alatestis (diagnoosiva testi korral)"
nptagasiside;nsgrupp_id;"viide tagasiside grupile"
npvastus;TABEL 1.109;"Normipunkti väärtus soorituse korral"
npvastus;created;"kirje loomise aeg"
npvastus;modified;"kirje viimase muutmise aeg"
npvastus;creator;"kirje looja isikukood"
npvastus;modifier;"kirje viimase muutja isikukood"
npvastus;id;"kirje identifikaator"
npvastus;sooritus_id;"viide sooritusele"
npvastus;ylesandevastus_id;"viide ylesandele antud vastusele (tagasisidega ülesande korral, jagatud töös)"
npvastus;normipunkt_id;"viide normipunkti kirjele"
npvastus;nvaartus;"arvuline väärtus (kui on arv)"
npvastus;svaartus;"tekstiline väärtus (kui pole arv)"
npvastus;viga;"valemi arvutamise veateade"
npvastus;nptagasiside_id;"viide antud tagasiside tekstile"
nsgrupp;TABEL 1.110;"Diagnoosiva testi tagasiside grupp (nt  sa oskad ,  sa ei oska )"
nsgrupp;created;"kirje loomise aeg"
nsgrupp;modified;"kirje viimase muutmise aeg"
nsgrupp;creator;"kirje looja isikukood"
nsgrupp;modifier;"kirje viimase muutja isikukood"
nsgrupp;id;"kirje identifikaator"
nsgrupp;testiosa_id;"viide testiosale"
nsgrupp;seq;"järjekorranumber testiosa sees"
nsgrupp;nimi;"grupi nimetus"
olekuinfo;TABEL 1.111;"ADSi klassifikaatori jm viimase uuendamise aeg"
olekuinfo;created;"kirje loomise aeg"
olekuinfo;modified;"kirje viimase muutmise aeg"
olekuinfo;creator;"kirje looja isikukood"
olekuinfo;modifier;"kirje viimase muutja isikukood"
olekuinfo;id;"kirje identifikaator: 1 - ADSi komponentide klassifikaatori uuendamise aeg, 2 - ADSi aadresside logi jälgimise aeg, 3 - kasutajate arv"
olekuinfo;seisuga;"viimase uuendamise aeg"
olekuinfo;seis_id;"viimase saadud logikirje id"
opilane;TABEL 1.112;"Õppurite andmed, kopeeritakse EHISest"
opilane;created;"kirje loomise aeg"
opilane;modified;"kirje viimase muutmise aeg"
opilane;creator;"kirje looja isikukood"
opilane;modifier;"kirje viimase muutja isikukood"
opilane;id;"kirje identifikaator"
opilane;isikukood;"isikukood"
opilane;kasutaja_id;"viide kasutaja kirjele"
opilane;eesnimi;"eesnimi"
opilane;perenimi;"perekonnanimi"
opilane;koht_id;"õppeasutus"
opilane;kool_id;"EHISe kooli id"
opilane;klass;"klass"
opilane;paralleel;"paralleel"
opilane;ryhm_id;"viide lasteaiarühmale"
opilane;oppekeel;"õppekeele kood EHISe klassifikaatoris: E - eesti, I - inglise, D - saksa, S - soome, V - vene"
opilane;lang;"õppekeelele vastav EISi soorituskeel"
opilane;sugu;"sugu (M,N)"
opilane;synnikpv;"sünnikuupäev"
opilane;oppevorm_kood;"õppevorm, klassifikaator OPPEVORM"
opilane;oppekava_kood;"õppekava EHISe klassifikaatoris (kutseharidus nagu meie klassifikaator KAVATASE, üldharidus erineb)"
opilane;on_lopetanud;"kas on keskhariduse omandanud"
opilane;lopetamisaasta;"keskhariduse omandamise aasta"
opilane;tunnistus_nr;"keskharidust tõendava tunnistuse nr"
opilane;tunnistus_kp;"keskharidust tõendava tunnistuse kuupäev"
opilane;seisuga;"viimane EHISest andmete kontrollimise aeg"
opilane;on_ehisest;"kas andmed on pärit EHISest (kui pole, siis seda kirjet EHISe päringu tulemuse põhjal ei kustutata)"
opilane;prioriteet;"kui EHISe andmetel õpib isik korraga mitmes koolis, siis registreeringute juurde märgitakse kõrgema prioriteediga kool (vaikimisi NULL, üldhariduskooli korral 1, käsitsi saab panna 2)"
oppekeel;TABEL 1.113;"Õppeasutuse õppekeeled"
oppekeel;created;"kirje loomise aeg"
oppekeel;modified;"kirje viimase muutmise aeg"
oppekeel;creator;"kirje looja isikukood"
oppekeel;modifier;"kirje viimase muutja isikukood"
oppekeel;id;"kirje identifikaator"
oppekeel;koht_id;"viide õppeasutuse kohale"
oppekeel;oppekeel;"õppekeele kood EHISe klassifikaatoris: E - eesti, I - inglise, D - saksa, S - soome, V - vene"
oppekoht;TABEL 1.114;"Sooritaja eesti keele õppimise koht (tasemeeksami korral) või vene keele õppimise koht (vene keele rahvusvahelise eksami korral)"
oppekoht;created;"kirje loomise aeg"
oppekoht;modified;"kirje viimase muutmise aeg"
oppekoht;creator;"kirje looja isikukood"
oppekoht;modifier;"kirje viimase muutja isikukood"
oppekoht;id;"kirje identifikaator"
oppekoht;sooritaja_id;"viide registreeringule"
oppekoht;oppekoht_kood;"kus on vene keelt õppinud (kasutusel oli kuni 2017-10)"
oppekoht;oppekohtet_kood;"kus on eesti keelt õppinud"
oppekoht;oppekoht_muu;"keeltekooli nimi või muu õppimiskoht, kus on eesti keelt õppinud"
opperyhm;TABEL 1.115;"Õpilaste rühm. Õpetaja jagab ise oma õpilased rühmadesse.     Õpetaja kasutab rühmi tööde jagamisel."
opperyhm;created;"kirje loomise aeg"
opperyhm;modified;"kirje viimase muutmise aeg"
opperyhm;creator;"kirje looja isikukood"
opperyhm;modifier;"kirje viimase muutja isikukood"
opperyhm;id;"kirje identifikaator"
opperyhm;nimi;"rühma nimetus"
opperyhm;kasutaja_id;"õpetaja, kelle rühm see on"
opperyhm;koht_id;"õppeasutus"
opperyhmaliige;TABEL 1.116;"Õpilaste rühma liige"
opperyhmaliige;created;"kirje loomise aeg"
opperyhmaliige;modified;"kirje viimase muutmise aeg"
opperyhmaliige;creator;"kirje looja isikukood"
opperyhmaliige;modifier;"kirje viimase muutja isikukood"
opperyhmaliige;id;"kirje identifikaator"
opperyhmaliige;opperyhm_id;"rühm"
opperyhmaliige;kasutaja_id;"õpilane"
paring_blokeering;TABEL 1.117;"X-tee teenuste kasutamise blokeerimine      valede sisendandmete kasutamise eest.     Kui 10 minuti jooksul tehakse 3 eksimust, siis      blokeeritakse teenuse kasutamine 24 tunniks."
paring_blokeering;created;"kirje loomise aeg"
paring_blokeering;modified;"kirje viimase muutmise aeg"
paring_blokeering;creator;"kirje looja isikukood"
paring_blokeering;modifier;"kirje viimase muutja isikukood"
paring_blokeering;id;"kirje identifikaator"
paring_blokeering;isikukood;"X-tee päise isikukood, teenuse kasutaja"
paring_blokeering;paring;"blokeeritava X-tee teenuse nimi"
paring_blokeering;eksimuste_arv;"eksimuste arv 10 minuti jooksul"
paring_blokeering;aeg;"esimese eksimuse aeg"
paring_blokeering;kuni;"blokeeringu kehtivuse lõpp, kui on blokeeritud"
paring_logi;TABEL 1.118;"X-tee teenuste kasutamise logi"
paring_logi;created;"kirje loomise aeg"
paring_logi;modified;"kirje viimase muutmise aeg"
paring_logi;creator;"kirje looja isikukood"
paring_logi;modifier;"kirje viimase muutja isikukood"
paring_logi;id;"kirje identifikaator"
paring_logi;isikukood;"X-tee päise isikukood, teenuse kasutaja"
paring_logi;paring;"X-tee teenuse nimi"
paring_logi;asutus;"X-tee päise asutus (v4 MemberCode), teenuse kasutaja"
paring_logi;paritav;"isiku isikukood, kelle andmeid päritakse"
paring_logi;aeg;"esimese eksimuse aeg"
paring_logi;klient;"X-tee protokolli v4 päise klient, teenuse kasutaja"
paring_tunnistus;TABEL 1.119;"X-tee kaudu tunnistuste allalaadimise logi"
paring_tunnistus;created;"kirje loomise aeg"
paring_tunnistus;modified;"kirje viimase muutmise aeg"
paring_tunnistus;creator;"kirje looja isikukood"
paring_tunnistus;modifier;"kirje viimase muutja isikukood"
paring_tunnistus;id;"kirje identifikaator"
paring_tunnistus;isikukood;"X-tee päise isikukood, teenuse kasutaja"
paring_tunnistus;paring;"X-tee teenuse nimi"
paring_tunnistus;asutus;"X-tee päise asutus, teenuse kasutaja"
paring_tunnistus;tunnistus_id;"viide alla laaditud tunnistusele"
paring_tunnistus;aeg;"esimese eksimuse aeg"
pedagoog;TABEL 1.120;"Õppeasutuste töötajate andmed, kopeeritakse EHISest"
pedagoog;created;"kirje loomise aeg"
pedagoog;modified;"kirje viimase muutmise aeg"
pedagoog;creator;"kirje looja isikukood"
pedagoog;modifier;"kirje viimase muutja isikukood"
pedagoog;id;"kirje identifikaator"
pedagoog;isikukood;"isikukood"
pedagoog;kasutaja_id;"kasutaja"
pedagoog;eesnimi;"eesnimi"
pedagoog;perenimi;"perekonnanimi"
pedagoog;koht_id;"õppeasutus (puudub siis, kui EISis on koolide andmed uuendamata ja vahepeal on EHISesse uus kool lisatud"
pedagoog;kool_id;"kooli ID EHISes (puudub siis, kui kool ei ole EHISes - seda võib juhtuda ainult juhul, kui ka töötamise andmed ei ole võetud EHISest, vaid sisestatud käsitsi)"
pedagoog;seisuga;"viimane EHISest andmete kontrollimise aeg (sellise päringuga, mis ei tehtud kindla kooliastme ega õppeaine järgi)"
pedagoog;kehtib_kuni;"rolli kehtivuse lõppkuupäev (EISis käsitsi lisatud rolli korral)"
pedagoog;kasutajagrupp_id;"viide kasutajagrupile: 56 - koolijuht (soorituskoha admin, foreign_keys=kasutajagrupp_id), 25 - tavaline õpetaja"
pedagoog;on_ehisest;"kas andmed on pärit EHISest (kui pole, siis seda kirjet EHISe päringu tulemuse põhjal ei kustutata)"
pedagoogiuuendus;TABEL 1.121;"Pedagoogide andmete EHISest uuendamise seis"
pedagoogiuuendus;created;"kirje loomise aeg"
pedagoogiuuendus;modified;"kirje viimase muutmise aeg"
pedagoogiuuendus;creator;"kirje looja isikukood"
pedagoogiuuendus;modifier;"kirje viimase muutja isikukood"
pedagoogiuuendus;id;"kirje identifikaator"
pedagoogiuuendus;kool_id;"EHISe kooli id"
pedagoogiuuendus;ehis_aine_kood;"aine (EHISe klassifikaator)"
pedagoogiuuendus;ehis_aste_kood;"kooliaste (EHISe klassifikaator)"
pedagoogiuuendus;seisuga;"viimane EHISest andmete kontrollimise aeg"
piirkond;TABEL 1.122;"Testide korraldamise piirkond"
piirkond;created;"kirje loomise aeg"
piirkond;modified;"kirje viimase muutmise aeg"
piirkond;creator;"kirje looja isikukood"
piirkond;modifier;"kirje viimase muutja isikukood"
piirkond;id;"kirje identifikaator"
piirkond;nimi;"nimi"
piirkond;ylem_id;"viide ülemale piirkonnale, mille alampiirkond on antud piirkond"
piirkond;staatus;"olek"
piirkond_kord;TABEL 1.123;"Piirkonnad, kus testimiskord läbi viiakse"
piirkond_kord;piirkond_id;"viide piirkonnale"
piirkond_kord;testimiskord_id;"viide testimiskorrale"
plokimarkus;TABEL 1.124;"Sisuploki märkused"
plokimarkus;created;"kirje loomise aeg"
plokimarkus;modified;"kirje viimase muutmise aeg"
plokimarkus;creator;"kirje looja isikukood"
plokimarkus;modifier;"kirje viimase muutja isikukood"
plokimarkus;id;"kirje identifikaator"
plokimarkus;sisuplokk_id;"viide sisuplokile"
plokimarkus;kasutaja_id;"viide kasutajale"
plokimarkus;aeg;"märkuse kirjutamise aeg"
plokimarkus;sisu;"märkuse sisu"
plokimarkus;teema;"märkuse teema"
plokimarkus;ylem_id;"viide ülemale märkusele (mida antud märkus kommenteerib)"
proctoriolog;TABEL 1.125;"Proctorio poole pöördumiste logi"
proctoriolog;created;"kirje loomise aeg"
proctoriolog;modified;"kirje viimase muutmise aeg"
proctoriolog;creator;"kirje looja isikukood"
proctoriolog;modifier;"kirje viimase muutja isikukood"
proctoriolog;id;"kirje identifikaator"
proctoriolog;sooritus_id;"soorituse ID"
proctoriolog;kasutaja_id;"kasutaja ID"
proctoriolog;take_url;"sooritamise URL"
proctoriolog;review_url;"kontrollimise URL (kehtib 1 tund peale loomist)"
proctoriolog;url_key;"EISi testisoorituse URLi osa, mida teab ainult Proctorio (et välistada ilma Proctoriota lahendamine)"
proctoriolog;toimumisaeg_id;"toimumisaja ID"
profiil;TABEL 1.126;"Kasutaja testi läbiviijana rakendamise profiil"
profiil;created;"kirje loomise aeg"
profiil;modified;"kirje viimase muutmise aeg"
profiil;creator;"kirje looja isikukood"
profiil;modifier;"kirje viimase muutja isikukood"
profiil;id;"kirje identifikaator"
profiil;kasutaja_id;"viide kasutajale"
profiil;on_vaatleja;"kas on vaatleja"
profiil;v_skeeled;"vaatlemise keeled eraldatuna tühikuga"
profiil;v_koolitusaeg;"vaatlemiskoolituse kuupäev"
profiil;v_kaskkirikpv;"vaatlejana käskkirja lisamise kuupäev"
profiil;s_skeeled;"suulise hindamise keeled eraldatuna tühikuga"
profiil;k_skeeled;"kirjaliku hindamise keeled eraldatuna tühikuga"
profiil;on_testiadmin;"kas on testide administraator"
profiil;markus;"märkused (sisestab Innove)"
profiil;oma_markus;"märkused (sisestab isik ise, nt kuhu saata eksamimaterjalid)"
profiil;arveldusarve;"kasutaja arveldusarve nr"
profiil;on_psammas;"kas on liitunud pensionikindlustuse II sambaga"
profiil;psammas_protsent;"2 - vanaduspension 2%, 3 - vanaduspension 3% (kui on liitunud II sambaga)"
profiil;on_pensionar;"kas on vanaduspensionär"
profiil;on_ravikindlustus;"kas on kehtiv ravikindlustusleping"
punktikirjeldus;TABEL 1.127;"Ülesande hindamisaspekti eest antavate punktide kirjeldus"
punktikirjeldus;created;"kirje loomise aeg"
punktikirjeldus;modified;"kirje viimase muutmise aeg"
punktikirjeldus;creator;"kirje looja isikukood"
punktikirjeldus;modifier;"kirje viimase muutja isikukood"
punktikirjeldus;id;"kirje identifikaator"
punktikirjeldus;hindamisaspekt_id;"viide hindamisaspektile"
punktikirjeldus;punktid;"punktide arv (sammuga 0,5)"
punktikirjeldus;kirjeldus;"kirjeldus"
regkoht_kord;TABEL 1.128;""
regkoht_kord;koht_id;""
regkoht_kord;testimiskord_id;""
ruum;TABEL 1.129;"Testi sooritamise ruum"
ruum;created;"kirje loomise aeg"
ruum;modified;"kirje viimase muutmise aeg"
ruum;creator;"kirje looja isikukood"
ruum;modifier;"kirje viimase muutja isikukood"
ruum;id;"kirje identifikaator"
ruum;koht_id;"viide soorituskohale"
ruum;tahis;"tähis"
ruum;etestikohti;"kohti e-testi sooritajatele"
ruum;ptestikohti;"kohti p-testi sooritajatele"
ruum;staatus;"olek"
ruum;varustus;"varustus"
ruumifail;TABEL 1.130;"Toimumise protokollile lisatud fail, nt ruumi istumisplaan"
ruumifail;created;"kirje loomise aeg"
ruumifail;modified;"kirje viimase muutmise aeg"
ruumifail;creator;"kirje looja isikukood"
ruumifail;modifier;"kirje viimase muutja isikukood"
ruumifail;id;"kirje identifikaator"
ruumifail;toimumisprotokoll_id;"viide toimumise protokollile (määrab soorituskeele)"
ruumifail;testiruum_id;"viide testiruumile, mille kohta fail käib"
ruumifail;filename;"failinimi laadimisel"
ruumifail;filesize;"faili suurus"
ruumifail;fileversion;"versioon"
rveksam;TABEL 1.131;"Niisuguse rahvusvahelise eksami kirjeldus, mida EIS ei korralda, kuid mille tunnistuste kirjed on EISis"
rveksam;created;"kirje loomise aeg"
rveksam;modified;"kirje viimase muutmise aeg"
rveksam;creator;"kirje looja isikukood"
rveksam;modifier;"kirje viimase muutja isikukood"
rveksam;id;"kirje identifikaator"
rveksam;nimi;"eksami nimetus"
rveksam;rveksam_kood;"rahvusvaheliselt tunnustatud eksamite klassifikaator"
rveksam;aine_kood;"õppeaine, klassifikaator AINE (määrab keele - inglise, saksa, vene või prantsuse)"
rveksam;keeletase_kood;"keeleoskuse tase, klassifikaator KEELETASE (kui on NULL, siis on tase kirjeldatud tulemuste juures)"
rveksam;vastab_tasemele;"true - vastab tasemele, false - võrreldav tasemega"
rveksam;on_tase_tunnistusel;"kas tunnistusele on märgitud kogutulemus EN skaalal"
rveksam;on_tulemus_tunnistusel;"kas kogutulemus on märgitud tunnistusele"
rveksam;on_tulemus_sooritusteatel;"kas kogutulemus on märgitud sooritusteatele"
rveksam;on_osaoskused_tunnistusel;"kas osaoskuste tulemus on märgitud tunnistusele"
rveksam;on_osaoskused_sooritusteatel;"kas osaoskuste tulemus on märgitud sooritusteatele"
rveksam;on_osaoskused_jahei;"kas osaoskuste läbimine märgitakse linnukesega"
rveksam;on_kehtivusaeg;"kas sisestatakse kuupäevade vahemik, mil tunnistus kehtib"
rveksam;on_tunnistusenr;"kas sisestatakse tunnistusenumber"
rveksam;tulemusviis;"tulemuse esitamise viis (P - pallid, S - protsendid, T - tähised)"
rveksam;alates;"pallide või protsentide vahemiku algus"
rveksam;kuni;"pallide või protsentide vahemiku lõpp"
rveksam;markus;"märkused"
rveksam;kantav_tulem;"kas sisestamisel on võimalik kanda tulemusi tunnistuselt testisooritusele"
rveksamitulemus;TABEL 1.132;"Rahvusvahelise eksami kogutulemuse esitamise valikud"
rveksamitulemus;created;"kirje loomise aeg"
rveksamitulemus;modified;"kirje viimase muutmise aeg"
rveksamitulemus;creator;"kirje looja isikukood"
rveksamitulemus;modifier;"kirje viimase muutja isikukood"
rveksamitulemus;id;"kirje identifikaator"
rveksamitulemus;rveksam_id;"viide eksamile"
rveksamitulemus;seq;"järjekorranumber"
rveksamitulemus;tahis;"tulemuse tähis"
rveksamitulemus;alates;"pallide või protsentide vahemiku algus"
rveksamitulemus;kuni;"pallide või protsentide vahemiku lõpp"
rveksamitulemus;keeletase_kood;"keeleoskuse tase, klassifikaator KEELETASE"
rvosaoskus;TABEL 1.133;"Rahvusvahelise eksami osaoskuse kirjeldus"
rvosaoskus;created;"kirje loomise aeg"
rvosaoskus;modified;"kirje viimase muutmise aeg"
rvosaoskus;creator;"kirje looja isikukood"
rvosaoskus;modifier;"kirje viimase muutja isikukood"
rvosaoskus;id;"kirje identifikaator"
rvosaoskus;rveksam_id;"viide eksamile"
rvosaoskus;seq;"osaoskuse järjekorranumber"
rvosaoskus;nimi;"osaoskuse nimetus"
rvosaoskus;alates;"pallide või protsentide vahemiku algus"
rvosaoskus;kuni;"pallide või protsentide vahemiku lõpp"
